id,prospect_id,product_id,channel,content_type,subject,sent_at,was_opened,was_clicked,was_replied,reply_sentiment,was_converted,day_of_week,time_of_day,created_at
6b973834-18c3-44bf-9343-9fed86ff54eb,46e0b6f0-b393-4ec9-8bb9-27a0517fc345,e2d2df1e-eac8-48d5-ad2d-1ae01d00f63e,email,demo_invite,These body class marriage fill personal training,2026-02-18T10:21:22,True,False,False,,False,Wednesday,morning,2026-02-18T10:21:22
1d868f2e-7784-43cf-955a-0fcf5c060d36,81adee09-a8a5-400c-aaab-c1157561b1f7,7e81c6a1-8df5-48c7-8e4d-e7f9c04c58f6,email,follow_up,Fly situation former threat alone the trial another help,2026-02-18T10:24:14,False,False,False,,False,Wednesday,morning,2026-02-18T10:24:14
688e16db-7d51-4089-904f-aabe44c65651,21394230-f3d4-44e3-b9c8-d7327e3d6225,,email,outreach,Citizen address today begin write,2026-02-18T10:33:06,True,False,False,,False,Wednesday,morning,2026-02-18T10:33:06
b7428605-871a-4cde-82dd-ca57c1c443a4,83551ded-6d47-48fc-b1ed-fd510bfd9c1a,322a4b10-8855-4a18-a5fc-7e16ba182b82,linkedin,follow_up,Less indeed together key tax speak a live,2026-02-18T10:19:01,True,True,False,,False,Wednesday,morning,2026-02-18T10:19:01
d119dc0c-81b8-48b7-bfb4-d924ba09ae52,1e9254d6-27c0-44f9-b0b6-88e0b64d62b2,322a4b10-8855-4a18-a5fc-7e16ba182b82,linkedin,nurture,Follow music whatever protect benefit,2026-02-18T10:23:57,False,False,False,,False,Wednesday,morning,2026-02-18T10:23:57
8f5da11c-02f3-4577-b494-cbc4effeefb0,de8eef09-8919-4928-bd1e-532bf71c9e38,bc40415b-aaf0-4acd-97c3-67a937582d22,linkedin,outreach,Cultural despite candidate walk difficult bank believe identify thought,2026-02-18T10:32:00,False,False,False,,False,Wednesday,morning,2026-02-18T10:32:00
48c2daf3-36ce-4f9f-b01e-c9565b8e2384,df198d7d-a7ce-4616-a654-de41048b3cef,5774d807-4eeb-4a60-bdcf-7b222e8eb58a,call,demo_invite,,2026-02-18T10:18:46,False,False,False,,False,Wednesday,morning,2026-02-18T10:18:46
a5c5a400-dd32-4346-9bb2-de521ea3af07,53a18e10-32a6-4146-8069-e8e51c4b8cde,9a1ab718-e83e-4a9d-b029-e46b6e5aa272,email,follow_up,Economy role feeling report left opportunity,2026-02-18T10:23:42,True,False,False,,False,Wednesday,morning,2026-02-18T10:23:42
2d828b84-66d4-4d81-aa39-7a20d25a8224,b23e4703-2d67-421e-9656-56145d928e1f,,call,follow_up,,2026-02-18T10:32:49,False,False,False,,False,Wednesday,morning,2026-02-18T10:32:49
771e2476-5249-4a56-9411-c0acccb74a19,3b210aec-011b-4279-a365-eef7b19d7431,e2d2df1e-eac8-48d5-ad2d-1ae01d00f63e,call,demo_invite,,2026-02-18T10:24:17,False,False,False,,False,Wednesday,morning,2026-02-18T10:24:17
b6453f62-f7cc-4ec2-bae7-4b2a0916555d,c6f0d8e5-5162-4001-ba3d-2385376e1e5d,1a4ee44a-a144-47da-8784-d2810ad17c12,linkedin,outreach,Instead product often various alone town his,2026-02-18T10:19:40,True,False,False,,False,Wednesday,morning,2026-02-18T10:19:40
2b5f5c44-58c6-4f26-a312-52f3dea4e3c3,cf82ec9b-7d00-41fb-abf3-c863986f8dc7,974e1eb3-06bc-46ae-af0b-d1ab164e22f9,email,nurture,Woman add play structure down,2026-02-18T10:16:49,True,False,False,,False,Wednesday,morning,2026-02-18T10:16:49
945317cb-e17c-49c1-8af1-486fc9f61c40,36e5901f-0d3c-400d-a9e0-986a3423ea2d,455ff4e3-87ef-4dc4-b2ff-f8b3bcb238b7,call,follow_up,,2026-02-18T10:28:43,False,False,False,,False,Wednesday,morning,2026-02-18T10:28:43
c77759b3-d747-45ee-aaab-80c1c33a7a1b,b17126e4-c326-4cde-9577-4f7c0e7d11d2,340afe23-4121-4d18-87ab-a3395623d8ed,linkedin,outreach,Occur low gas pick,2026-02-18T10:26:11,False,False,False,,False,Wednesday,morning,2026-02-18T10:26:11
eef0423a-ad4f-4066-a664-3d28e5f42148,67f7dd2d-7dfe-4fad-b12e-e8a43b196ee1,5774d807-4eeb-4a60-bdcf-7b222e8eb58a,call,follow_up,,2026-02-18T10:29:01,False,False,False,,False,Wednesday,morning,2026-02-18T10:29:01
e2120a21-31a3-4c68-bf0b-f146d90197b9,c83e01cd-8a34-47c1-9677-9078c2eb5343,,linkedin,follow_up,Law enjoy key seat pretty method,2026-02-18T10:30:36,False,False,False,,False,Wednesday,morning,2026-02-18T10:30:36
1743a0ed-0bd4-4262-b05e-c167d26dfa2b,26bb8986-1747-4726-a33f-a493c0213ca9,,email,follow_up,You control game the sign lead benefit,2026-02-18T10:26:41,False,False,False,,False,Wednesday,morning,2026-02-18T10:26:41
ce50406a-eff6-40ac-8c72-2864121e1ee5,2123509b-6665-4bd1-b501-527098149368,5d378e94-0370-428e-8c72-74b9d3c47fbc,email,demo_invite,Enjoy site interview agent myself behind window store,2026-02-18T10:26:52,False,False,False,,False,Wednesday,morning,2026-02-18T10:26:52
01d0855e-0b09-4d2b-af18-d446e3b10be8,e6d8bbc8-ba3f-4409-b5cc-c995eee5b340,,linkedin,follow_up,Require call girl laugh network vote whom will consumer,2026-02-18T10:19:17,False,False,False,,False,Wednesday,morning,2026-02-18T10:19:17
ee8cecd5-ffa8-4c11-8925-2d53bd20a6d7,9a19199e-8d02-4c29-8083-349be2b3b6e5,7e81c6a1-8df5-48c7-8e4d-e7f9c04c58f6,call,nurture,,2026-02-18T10:32:37,True,False,True,positive,False,Wednesday,morning,2026-02-18T10:32:37
24feb989-c899-4668-819e-54568d734323,15c78bd6-dd17-4fad-9bdb-758401a65dce,340afe23-4121-4d18-87ab-a3395623d8ed,email,outreach,Style develop admit safe government,2026-02-18T10:21:50,False,False,False,,False,Wednesday,morning,2026-02-18T10:21:50
fd584afc-6714-4a15-8eb4-2f703d5104b1,19cee56a-d014-400f-b639-c80d87026de8,,call,demo_invite,,2026-02-18T10:20:21,False,False,False,,False,Wednesday,morning,2026-02-18T10:20:21
974a2302-101d-4f70-92c9-2d54f94a9e05,d094e8c8-738c-41c8-8925-ba49aba00986,,email,outreach,Song guy discover water,2026-02-18T10:33:06,False,False,False,,False,Wednesday,morning,2026-02-18T10:33:06
5b187872-199d-4d86-8109-439c7b104ef6,4453954a-f632-4aa2-bc88-f19bee3ef945,,call,demo_invite,,2026-02-18T10:20:52,True,False,False,,False,Wednesday,morning,2026-02-18T10:20:52
c363271f-a85a-4078-86c4-ef4dc383a416,b4375b3b-1540-4f09-9fd6-f01c1b6688dd,006795e2-4b6e-4023-af2d-2ac26a25a70d,call,outreach,,2026-02-18T10:27:57,False,False,False,,False,Wednesday,morning,2026-02-18T10:27:57
1e96e5bc-46b7-4f0d-a705-c999ff7876c2,0d99b173-b8da-47ad-91fe-8d5ddfad5e74,e2d2df1e-eac8-48d5-ad2d-1ae01d00f63e,email,nurture,Quite play teacher difficult us,2026-02-18T10:20:36,False,False,False,,False,Wednesday,morning,2026-02-18T10:20:36
602cb40c-b959-48b5-9f7d-4c3154283057,77145144-bdd4-47b2-80af-11bad748a7a3,c4454f3c-058b-4582-a1c6-7de6ad3b72c2,email,follow_up,Walk participant teach everything where we fast too will,2026-02-18T10:20:22,False,False,False,,False,Wednesday,morning,2026-02-18T10:20:22
82d08599-90a6-422f-a0d1-2c2bc951ca60,dd7ba571-a2eb-4180-9c59-850d395cb37c,9a1ab718-e83e-4a9d-b029-e46b6e5aa272,linkedin,outreach,Focus return feel avoid remain property decade safe,2026-02-18T10:31:26,True,False,False,,False,Wednesday,morning,2026-02-18T10:31:26
b31304b6-dd65-4ecc-9aec-cf35ac0743fe,47dae823-70c9-4e5a-a33b-5ce3ebe0e9eb,,email,follow_up,Sense cell lose civil,2026-02-18T10:17:27,False,False,False,,False,Wednesday,morning,2026-02-18T10:17:27
ef6f0970-e616-4765-bbda-395cb3d65bde,27f10494-57c3-4acf-9f2d-bf027f974d71,7061005c-6aff-4e1a-8cfd-10839fe924b1,linkedin,nurture,Skill position hospital cover strong audience white,2026-02-18T10:23:27,False,False,False,,False,Wednesday,morning,2026-02-18T10:23:27
21c19811-533d-4535-b2d4-25f814910757,4abd14b3-e948-4aa6-bc4b-8e8fbf7c9d78,5774d807-4eeb-4a60-bdcf-7b222e8eb58a,call,demo_invite,,2026-02-18T10:24:36,True,False,True,positive,False,Wednesday,morning,2026-02-18T10:24:36
5e98e6ec-4783-4f49-b780-776dc0d0d822,1d5a760c-f677-44f3-a36d-e6ab55031a41,5d378e94-0370-428e-8c72-74b9d3c47fbc,linkedin,demo_invite,But science want charge kitchen public set,2026-02-18T10:19:58,True,True,True,positive,False,Wednesday,morning,2026-02-18T10:19:58
7cc40fe8-9a2a-461c-a53a-2760434ccf4f,46e0b6f0-b393-4ec9-8bb9-27a0517fc345,322a4b10-8855-4a18-a5fc-7e16ba182b82,linkedin,demo_invite,Minute modern sign out discussion,2026-02-18T10:15:33,False,False,False,,False,Wednesday,morning,2026-02-18T10:15:33
1d1777dc-9a7d-4dca-a1f6-f917b7643f29,43f6d384-6bc8-4331-94cb-cf0e35a98a4c,7061005c-6aff-4e1a-8cfd-10839fe924b1,call,outreach,,2026-02-18T10:30:08,False,False,False,,False,Wednesday,morning,2026-02-18T10:30:08
0ab73781-3dbb-4cff-80e3-c79eb53b2330,b537b281-4436-41df-be42-733ae04dc634,e2d2df1e-eac8-48d5-ad2d-1ae01d00f63e,linkedin,follow_up,Must particular child they senior,2026-02-18T10:25:22,False,False,False,,False,Wednesday,morning,2026-02-18T10:25:22
1f0a38fa-b1be-4fde-b6f6-55c1cac59923,60bd3fdc-aa4b-4471-ba1f-64354ae80ce2,7061005c-6aff-4e1a-8cfd-10839fe924b1,email,outreach,We American study eight phone international,2026-02-18T10:26:50,False,False,False,,False,Wednesday,morning,2026-02-18T10:26:50
ef0e057d-3902-429e-8c39-25317c06c19a,5c0a06e1-45dc-4203-908d-4874917b23ca,7e81c6a1-8df5-48c7-8e4d-e7f9c04c58f6,call,demo_invite,,2026-02-18T10:20:55,False,False,False,,False,Wednesday,morning,2026-02-18T10:20:55
2ce86046-80ff-437f-8592-56dbda18a489,744c68ef-24f8-4d26-9177-9cde6e1fe6d4,,linkedin,demo_invite,Different billion young owner out guy,2026-02-18T10:31:48,False,False,False,,False,Wednesday,morning,2026-02-18T10:31:48
3e7b125e-424e-42f4-8343-b4d0a05664c4,d7a297e8-3ee2-4b2f-94b8-35c2090bb57b,7e81c6a1-8df5-48c7-8e4d-e7f9c04c58f6,linkedin,nurture,Instead point tend exactly right every edge meet,2026-02-18T10:32:03,False,False,False,,False,Wednesday,morning,2026-02-18T10:32:03
3374b25f-e8d7-4385-912c-961c961365c8,43f6d384-6bc8-4331-94cb-cf0e35a98a4c,,email,follow_up,Work bar big south drug manager,2026-02-18T10:29:30,False,False,False,,False,Wednesday,morning,2026-02-18T10:29:30
0904a738-d7a8-40de-941d-43724db0537b,bcab4b12-7bcc-4476-847c-0505700aca39,006795e2-4b6e-4023-af2d-2ac26a25a70d,call,follow_up,,2026-02-18T10:29:59,False,False,False,,False,Wednesday,morning,2026-02-18T10:29:59
84c9cf20-84e0-4f98-98d3-76b23749a55a,9732f8ba-f19e-4560-8bc8-81db8bfe0f78,4c4b1dfd-47ae-463c-838d-dcb58efd2a9a,linkedin,follow_up,Young step maintain parent not,2026-02-18T10:24:15,False,False,False,,False,Wednesday,morning,2026-02-18T10:24:15
9437a6b9-b755-4823-b7c0-d12ebc8fb49f,b5efbf68-8c7b-4821-a31c-ed5fc36c33ce,7e81c6a1-8df5-48c7-8e4d-e7f9c04c58f6,call,follow_up,,2026-02-18T10:32:53,False,False,False,,False,Wednesday,morning,2026-02-18T10:32:53
6640aa60-4850-4e10-ad1f-51e0a2af3266,be5ccb99-26f6-4185-b78f-cf1c85a0add2,974e1eb3-06bc-46ae-af0b-d1ab164e22f9,call,follow_up,,2026-02-18T10:28:14,False,False,False,,False,Wednesday,morning,2026-02-18T10:28:14
f2ea1d39-59f4-44ca-88a1-4146f4fbb664,b1fbfb93-0896-4988-84d3-17bfc1b7b961,006795e2-4b6e-4023-af2d-2ac26a25a70d,email,demo_invite,Blue study poor better believe whom draw oil remember,2026-02-18T10:16:37,False,False,False,,False,Wednesday,morning,2026-02-18T10:16:37
35d9ee83-2306-4a0c-9afb-e2a33e6c3926,1d6b6a21-e6b3-42dc-81ac-341713601561,bc40415b-aaf0-4acd-97c3-67a937582d22,linkedin,demo_invite,Responsibility always positive key leave tell also,2026-02-18T10:29:34,True,False,False,,False,Wednesday,morning,2026-02-18T10:29:34
747a1fa0-c89d-456f-aa06-06f5908ea0cb,3b7cf6d4-768f-48e5-bb3f-07f731b2bc1b,455ff4e3-87ef-4dc4-b2ff-f8b3bcb238b7,email,outreach,Season it traditional democratic Congress piece forget factor include,2026-02-18T10:28:47,False,False,False,,False,Wednesday,morning,2026-02-18T10:28:47
41ce1300-23a2-46df-bc0d-bbc6278bc580,ff31a0ea-c116-4de6-951b-b3752b873c2f,4c4b1dfd-47ae-463c-838d-dcb58efd2a9a,linkedin,outreach,Support effect stand general wind eat land answer,2026-02-18T10:16:09,False,False,False,,False,Wednesday,morning,2026-02-18T10:16:09
065d3637-8c08-406c-8d9f-39a996db651b,23c977c2-9a2b-4909-a7eb-6ece564d49b0,,email,follow_up,Shoulder civil next tell possible scientist,2026-02-18T10:30:49,True,False,False,,False,Wednesday,morning,2026-02-18T10:30:49
f8bb4cbe-a7ca-4030-8993-770930b66a96,bcc88733-b1db-4470-8024-7542a622c7ac,322a4b10-8855-4a18-a5fc-7e16ba182b82,email,follow_up,Suddenly task free pattern science,2026-02-18T10:27:04,False,False,False,,False,Wednesday,morning,2026-02-18T10:27:04
263f8d01-3ff5-405f-ad29-29d8b28f47ff,70282bf0-9254-4de9-8ce0-49caebc8896a,,email,demo_invite,Stock big reveal police fine market control,2026-02-18T10:22:57,True,False,False,,False,Wednesday,morning,2026-02-18T10:22:57
27f147ed-f006-49a0-b489-ded395cbb5a5,45b195fa-d089-4341-85fb-223d5d815bc3,322a4b10-8855-4a18-a5fc-7e16ba182b82,email,demo_invite,Enter religious go south time,2026-02-18T10:28:14,False,False,False,,False,Wednesday,morning,2026-02-18T10:28:14
61703a46-046f-47ba-b3e2-285144a45670,cd84c68a-7b1c-4fe5-9260-3abdc9748acf,,email,outreach,Follow born ok training record,2026-02-18T10:20:37,False,False,False,,False,Wednesday,morning,2026-02-18T10:20:37
4bb1e81f-ab67-4a2a-baf2-41a3d73bdee3,468606ea-bf94-42b1-9d1a-d6cf0053ccd3,7061005c-6aff-4e1a-8cfd-10839fe924b1,email,nurture,Mrs huge receive cup bed our theory identify enjoy,2026-02-18T10:25:17,True,False,False,,False,Wednesday,morning,2026-02-18T10:25:17
b31831fa-09c3-4d40-815d-6acbfb7455f6,0bbdc7b6-d7a9-463e-8621-788c4ef272a5,9a1ab718-e83e-4a9d-b029-e46b6e5aa272,linkedin,nurture,Government card history suddenly save theory sometimes party,2026-02-18T10:26:47,False,False,False,,False,Wednesday,morning,2026-02-18T10:26:47
77c99999-bb77-48fc-9805-d26a9a9567a9,5b044e0e-e56b-4e47-92c8-f26361de5167,d6544fc2-8b14-452c-814d-30e233d3a2ca,linkedin,outreach,Yourself kind American nature property event manager,2026-02-18T10:17:59,False,False,False,,False,Wednesday,morning,2026-02-18T10:17:59
e803ec09-c8ee-4175-88c4-7ccfcb9d1b96,da5764a7-d475-4630-8028-ac2bf2ff4a28,340afe23-4121-4d18-87ab-a3395623d8ed,email,nurture,Themselves key specific certainly father who,2026-02-18T10:22:39,False,False,False,,False,Wednesday,morning,2026-02-18T10:22:39
cc892bd0-3ece-426c-bb25-a65695bf879e,8c3b5029-622d-4ca5-941e-8d2b3476fea0,7e81c6a1-8df5-48c7-8e4d-e7f9c04c58f6,email,follow_up,Increase necessary nothing include summer ok physical thousand,2026-02-18T10:31:40,True,False,False,,False,Wednesday,morning,2026-02-18T10:31:40
7f5e53ec-c38e-4bf9-bfa7-eb8f031d91f0,06bd6046-8201-4326-b0ca-071b554ba8a9,2b36034e-bfd2-482f-bf40-2cf34dc09f2c,call,demo_invite,,2026-02-18T10:28:23,False,False,False,,False,Wednesday,morning,2026-02-18T10:28:23
35cc0a76-3787-451b-b073-83b47220cb3b,8afaeaa9-bf09-423f-9298-c522d790a81d,d6544fc2-8b14-452c-814d-30e233d3a2ca,email,nurture,Sound enjoy have tonight view floor ground,2026-02-18T10:24:06,False,False,False,,False,Wednesday,morning,2026-02-18T10:24:06
56ce63b1-c081-4369-b248-3d6ad3736f3c,a478a94b-7d6d-435e-a4ba-5dcddd38836b,7e81c6a1-8df5-48c7-8e4d-e7f9c04c58f6,email,outreach,Team worry east Mrs can wonder six,2026-02-18T10:19:46,False,False,False,,False,Wednesday,morning,2026-02-18T10:19:46
d995d829-658c-4ff8-b1c9-7ddfef87a59f,1e95e6ca-12bd-49df-bf8a-b2e5490b1433,340afe23-4121-4d18-87ab-a3395623d8ed,linkedin,follow_up,Movement bit step direction give reduce with start,2026-02-18T10:32:30,False,False,False,,False,Wednesday,morning,2026-02-18T10:32:30
be3fd109-0636-4d8d-8676-e8a78697f8e3,e411f406-13c1-4720-99ac-ba45ad9b64e6,340afe23-4121-4d18-87ab-a3395623d8ed,email,demo_invite,Especially student least just opportunity ask yet against,2026-02-18T10:22:49,True,False,False,,False,Wednesday,morning,2026-02-18T10:22:49
2968257b-b1c9-4fe2-8581-49ebace72e84,d453fd2c-e188-49cb-9a8c-06d365e6b0f4,4c4b1dfd-47ae-463c-838d-dcb58efd2a9a,email,outreach,Practice time live relationship as great western everybody edge,2026-02-18T10:30:29,False,False,False,,False,Wednesday,morning,2026-02-18T10:30:29
2a9b15d6-7884-45dc-a1d8-1821b30a55be,e411f406-13c1-4720-99ac-ba45ad9b64e6,,call,outreach,,2026-02-18T10:16:07,False,False,False,,False,Wednesday,morning,2026-02-18T10:16:07
d9e16242-8839-4926-b796-3815c6526f32,7b4ea7b5-d8c0-4546-ba36-54d3de0a4186,4c4b1dfd-47ae-463c-838d-dcb58efd2a9a,call,demo_invite,,2026-02-18T10:31:56,True,False,False,,False,Wednesday,morning,2026-02-18T10:31:56
7dec93dc-7111-4e4b-b8b6-e6afaee80aeb,e1ba9c5a-ca93-4415-867a-2c0a3f10a7cd,7061005c-6aff-4e1a-8cfd-10839fe924b1,email,demo_invite,Worry Democrat laugh Mrs push,2026-02-18T10:29:53,False,False,False,,False,Wednesday,morning,2026-02-18T10:29:53
0ebca340-e36f-4cd9-b0b8-47a76802cb46,c1e27c80-c001-4950-b51a-d91b4d82a5ed,2b36034e-bfd2-482f-bf40-2cf34dc09f2c,call,outreach,,2026-02-18T10:26:27,True,False,True,negative,False,Wednesday,morning,2026-02-18T10:26:27
bc36b1db-5209-4622-9384-93c726b74f87,55713ad3-33ef-45ae-b916-99cc8cce01b5,,email,demo_invite,Sometimes meet imagine short woman only television wife apply,2026-02-18T10:23:07,True,False,False,,False,Wednesday,morning,2026-02-18T10:23:07
08868cd1-4b68-4a48-a232-515bf77889e5,1e5fac3f-87da-4883-9282-610622a09a5c,7e81c6a1-8df5-48c7-8e4d-e7f9c04c58f6,linkedin,nurture,Build within pass morning room run eat own serve,2026-02-18T10:27:24,False,False,False,,False,Wednesday,morning,2026-02-18T10:27:24
a1ddcdac-023b-4a93-a8af-c099b42811d4,44da26ff-fe60-43ef-8c05-144b57c411ac,,call,demo_invite,,2026-02-18T10:21:18,True,False,False,,False,Wednesday,morning,2026-02-18T10:21:18
e72f8ab2-cd11-4c8e-80f5-5c652165e226,b4654d21-5306-47ce-856c-a8f92c7be9f9,435b608c-2d54-4d8e-aa90-6f9be8e0c3ce,call,nurture,,2026-02-18T10:21:22,True,False,False,,False,Wednesday,morning,2026-02-18T10:21:22
fec50280-6245-46bc-a384-c6966fe48725,5bf2cf0d-e524-4b33-b8ec-cd0a6c2cffd8,340afe23-4121-4d18-87ab-a3395623d8ed,email,outreach,Rock forward behind idea red rate source high,2026-02-18T10:16:11,False,False,False,,False,Wednesday,morning,2026-02-18T10:16:11
99bf389a-0ccd-4182-97e3-b855aab2c7cb,da85be9a-7a6d-47b9-a994-af3f3f3d4d43,22d9f58f-f817-4d18-8adb-7874946b77b2,email,nurture,Suggest consumer find concern involve,2026-02-18T10:31:22,False,False,False,,False,Wednesday,morning,2026-02-18T10:31:22
52d15739-d1a3-4aca-8625-1054016dd91f,d7a297e8-3ee2-4b2f-94b8-35c2090bb57b,,email,demo_invite,Before employee customer goal positive bank later behind,2026-02-18T10:23:47,False,False,False,,False,Wednesday,morning,2026-02-18T10:23:47
9ab45ddf-83af-43b3-b6c3-dfa1679989c1,937e0de1-bfd1-4119-897a-fdd0e6efbdba,322a4b10-8855-4a18-a5fc-7e16ba182b82,email,nurture,These article news radio,2026-02-18T10:23:58,False,False,False,,False,Wednesday,morning,2026-02-18T10:23:58
824ec3cf-466c-492c-b32a-7bb4383fe201,c5b3a3c4-6efb-4bc7-ba5e-7dee5298a020,7e81c6a1-8df5-48c7-8e4d-e7f9c04c58f6,email,follow_up,Ability world actually force fill,2026-02-18T10:18:26,False,False,False,,False,Wednesday,morning,2026-02-18T10:18:26
24230dee-1874-40a5-b68c-9c351794b99d,84299dd3-6809-4b84-8c59-c5e661ea909f,435b608c-2d54-4d8e-aa90-6f9be8e0c3ce,linkedin,nurture,Western country per consider,2026-02-18T10:27:58,True,True,False,,False,Wednesday,morning,2026-02-18T10:27:58
e5b00929-ffa0-4c93-a506-13da2d6b6bc6,3bb02112-2c4b-4a1b-b8c9-8ad17b91629e,,email,outreach,Best raise choice hear computer key suffer,2026-02-18T10:22:38,True,False,False,,False,Wednesday,morning,2026-02-18T10:22:38
1f82a137-3177-4bcd-8148-c1a1f2cd8e1d,cc8d387f-339f-4e59-b5f6-59de8dc411be,d6544fc2-8b14-452c-814d-30e233d3a2ca,email,follow_up,Chance standard air although Mr when wait southern,2026-02-18T10:21:14,False,False,False,,False,Wednesday,morning,2026-02-18T10:21:14
